gmap_id1,gmap_id2,prob,rank
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2c0fa55555555:0xc7b754ad1f64af24,0.9888348771719586,1
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b7291c491fb3:0x4342623703041986,0.9876698916315214,2
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b6d687c00829:0xf0f8faabb8106e8e,0.9871387819678892,3
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b72718c66863:0x8a1cde0f1ee7b642,0.9871078292146072,4
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b725de7a856b:0xf544382f6421da7,0.9865574229479955,5
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b6d0ab867dfd:0x677d718bedcbed3f,0.9850041154442437,6
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b6db75ecab4b:0x276d096ba88a170f,0.9847421344842155,7
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b72718c66863:0xbf67eabfe437dcdd,0.9843843719603826,8
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b980b3314815:0xec119ffd24caaf09,0.984047172905353,9
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b6d64186aae7:0xdedd6e5a4e1e39fb,0.9836048481697068,10
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b6dd1532923b:0x88d276094f313fa5,0.9820230732878392,11
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b723fa91f82d:0x53519a7f79fab39a,0.9784907938176755,12
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b723f24f3155:0x8ab52030c9c8dfc5,0.9784662463384954,13
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b582e66e117b:0x4a67324cc2d69c2,0.9772550267336158,14
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b5826cbbeb3f:0x546d6352210f96b1,0.9768638827008617,15
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b12ae344315d:0xf2168eccf3f8c65f,0.9754950957156888,16
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2c7e0e0339395:0x361948484aab08a3,0.975465482142733,17
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2ba3fb2fca771:0xd229e48cfba4dc28,0.97513742031123,18
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2c7c3b26dfa57:0x46a38600cbe6cb24,0.9750883379743842,19
0x14e1a36751dfaab7:0xfc762877175f54b9,0x80c2b6da0dfff2e1:0xb529433611b431fd,0.9736316794526547,20
0x54cd016961998e5f:0x350212d017513b7c,0x54d3ff8ec25a1417:0x41eca06f15dfe664,0.9539829004988073,1
0x54cd016961998e5f:0x350212d017513b7c,0x808586dfa1e88d3f:0xe5673764d3d015fa,0.9307209714368042,2
0x54cd016961998e5f:0x350212d017513b7c,0x54d463c73284e3b3:0x3716989f535a3fa,0.9021311717609279,3
0x54cd016961998e5f:0x350212d017513b7c,0x80858584d2ebcbdb:0xade4ca2ec239d476,0.8969559396336778,4
0x54cd016961998e5f:0x350212d017513b7c,0x809986fdd8695d19:0xae6dc436921c68a8,0.8953962010229338,5
0x54cd016961998e5f:0x350212d017513b7c,0x809c5c6208c3e323:0x395eb3f6c6bf9562,0.8907706666415348,6
0x54cd016961998e5f:0x350212d017513b7c,0x80c1ce24f92a5dbb:0x66173648fa8b7c22,0.8891552746277427,7
0x54cd016961998e5f:0x350212d017513b7c,0x54d06636f5417fa5:0x36cf3266953b5f8e,0.8882460402353006,8
0x54cd016961998e5f:0x350212d017513b7c,0x80869e7983e4c107:0xc24942d4ab683234,0.8849995508233949,9
0x54cd016961998e5f:0x350212d017513b7c,0x809d5607c14138bf:0x8f34d8a77a666742,0.8831169709232346,10
0x54cd016961998e5f:0x350212d017513b7c,0x8095000000000001:0x469ff9a86ed9181,0.8822799123916029,11
0x54cd016961998e5f:0x350212d017513b7c,0x809a3b5b19ae3d7f:0x556fdce1f2fc604,0.8777576853490366,12
