user_id,gmap_id,name,rating,text,region,avg_rating,meta_name,num_of_reviews,price,first_main_category,hash_tag,city,date,prediction,rank,latitude,longitude
109515070428505129810,0x80dc613772a2cec5:0x2b1ff8cfcf6f22,Keith Blake,5,👍😎,California,4.5,Las Flores Viewpoint,1170,1,Other,['Scenic spot'],other,2020-04-24,4.551730874496786,4,33.3143325,-117.48275579999999
112087310495514208510,0x80dca64c191358f5:0xf4805392d7bcec25,KENIA PARGA,4,"(Translated by Google) It remains one of my favorites

(Original)
Sigue siendo uno d mis favoritos",California,4.5,Churrito Loco,855,1,Other,['Dessert shop'],other,2020-01-22,4.552586527502724,3,33.9189679,-117.22598289999999
100632832132724092625,0x80c29566fcfe8c5f:0x6b78aa8a5dd2ab90,Jeremy Lang,5,Awesome food and drinks.,California,4.7,The Burbank Pub,93,2,Food & Beverage,['Pub' 'Bar'],Burbank,2019-12-15,4.745903673824697,4,34.180631399999996,-118.3332162
110421358191937931526,0x80e90dd2c1554617:0x2d6a6d2529512985,Victor Berchet,5,The ridge trail had nice views on both the mountains and the ocean,California,4.6,Toro Canyon Park,88,1,Nature & Outdoor,['Park' 'Tourist attraction'],Santa Barbara,2020-11-28,4.716834230281427,5,34.4323513,-119.5570391
102030280377814322093,0x80dcc811612b7d8f:0xce063737b3c6c710,SoCal Television,5,We highly recommend the Paw Spa in Corona CA for all your fury loved ones grooming needs. They are very knowledgeable and caring of your fury friend's needs! Have you ever been to the Paw Spa? Like this review if you have been to the Paw Spa. A++ Services - Special Thanks to the Paw Spa  🐾 for taking care of our sweet American Bulldog Lucy!,California,4.6,The Paw Spa,198,1,Retail,['Pet groomer' 'Pet store' 'Pet supply store'],other,2020-09-17,4.562086126089093,4,33.878067,-117.56683699999999
108578370165054861098,0x80c295fed959ff37:0x6ffb966dd4d4a8a1,Nery Villagran,5,Friendly staff..,California,4.4,Colfax Liquor,8,1,Retail,['Liquor store' 'Beer store' 'Convenience store'],Riverside,2020-10-25,4.354267812547798,5,34.157444999999996,-118.38822599999999
106670430597808481352,0x80c2b49ee773309b:0x443f1c7a0ec63deb,Dominique Fry,5,"New menu, new walls, new drinks. This is my top 4 restaurants in the Southbay area. It is consistently good and one of the best places for Happy Hour! It is more of a gastropub with dishes made to share. Good for kids 8 and up. It is a small place and can be hard to accommodate a large group. Try the new tangerine white miso eggplant and the dirty tots.",California,4.5,Hudson House,318,2,Other,['Gastropub' 'Brewpub' 'Pub'],Redondo Beach,2019-04-16,4.578980266579708,4,33.8502633,-118.3886745
111936146697741005486,0x808f7e289d88f873:0x5294f91af5544752,G. SERGEY,5,N/A,California,4.3,DNA Lounge,1277,2,Food & Beverage,['Night club' 'Bar' 'Cafe'],San Francisco,2019-12-12,4.331320672516186,5,37.771093799999996,-122.41265019999999
112720503489910363954,0x808e46a2e0a76133:0x8d1b9c86bf0b5ace,Two Fat Meatballs,4,"Nice local hangout. Large outdoor patio when the weather is nice. Menu is heavy with pork bbq items. Tri-tip and chocolate cake were both good. Service was a little slow to start, noticed a lot of people getting carry out. Full bar with some interesting mixed drink specials. Parking is limited, extra parking at the top of the hill.",California,4.4,Cowboy Bar & Grill,543,2,Food & Beverage,['Bar & grill'],other,2018-04-12,4.436086234429215,5,37.040832,-122.072474
108713179038354146088,0x808580ecdadd4c55:0x4b853ef12e0bb804,Rashi Abramson,5,N/A,California,4.5,Le Beau Market,174,2,Retail,['Market' 'Deli' 'Grocery store'],San Francisco,2021-04-16,4.4848405353523395,5,37.7929099,-122.4162614
117946513004263764447,0x80c299e3b9930aad:0xc21fe06604d96e79,Tazzzie333,5,Delicious traditional Indian food. I ordered the butter chicken with garlic nan and white rice. Delicious. Well prepared. Good flavor. Very friendly staff. You can dine in. I'll definitely order again.,California,4.7,Indian Masala House,98,2,Food & Beverage,['Indian restaurant' 'Fine dining restaurant' 'Gluten-free restaurant'],Ventura,2021-05-25,4.747688234686287,3,34.163849,-118.52340299999999
103096775082546650867,0x80c2c73e368f2203:0xfc20e92398a42918,BEN B,5,"After doing some extensive research I decided to give LA speech therapy in Silverlake a try. I was able to set up a virtual consultation which went great and have been working with LA Speech ever since. Cassi has been fantastic and my family and I could not be happier with the results we are seeing!

LA speech therapy is a family owned business and they truly care about their patients. The staff goes above and beyond to make sure the time you spend with them is meaningful.",California,5.0,LA Speech Therapy Solutions - Silverlake,4,1,Other,['Speech pathologist'],Los Angeles,2020-10-06,5.083260680315547,1,34.082150299999995,-118.2728248
115928566492156536375,0x80c2ceee1f8e1407:0xa653ba5ea876026f,Juan Glezze,4,👍 👍,California,4.6,Union Rescue Mission,2,1,Other,['Warehouse'],Los Angeles,2019-04-27,4.654977153796352,1,33.9899084,-118.170898
100102509643641605810,0x80db88cdb7535d45:0x654b55edeff7acc0,Mtn Runner,5,"Delicious,  Beautiful,  Peaceful, Brought happiness to our Day. Great service. Thank you",California,4.6,The Yellow Deli - Valley Center,288,1,Other,['Deli'],other,2021-03-17,4.65780021582657,4,33.2882499,-117.08315309999999
100807800320988043704,0x809ae6f6f539c73d:0x59d1f5692f48bbbe,Rachel Nhi Ton,5,N/A,California,4.7,Folsom Lake Toyota,6018,1,Retail,['Toyota dealer' 'Auto body shop' 'Auto parts store'],Folsom,2020-10-27,4.665798484470548,3,38.6363967,-121.2012273
104219651906958122517,0x808fb1779c15d4d9:0xc406f4b91b86595e,Chandra Mohan,5,Great place for hiking in various trails,California,4.7,Rancho San Antonio Preserve,3334,1,Other,['Nature preserve' 'Tourist attraction'],other,2021-02-19,4.758933200581255,5,37.3332482,-122.1089714
111799507032343481045,0x80d955dfafa09291:0x12b732a3b62a49fa,Marco Gymnopoulos,5,N/A,California,4.8,Dirty Dogs Hillcrest,98,1,Retail,['Pet supply store'],San Diego,2019-10-05,4.767909265117783,2,32.7487235,-117.15419039999999
105331866566779615085,0x8090d65b511ae74f:0x1c667141a95e167f,Tim Bull,4,Nice views. Good stop of on your way to the national park. $1 toilet!,California,4.6,Priest Station Café,705,2,Food & Beverage,['Traditional American restaurant' 'Restaurant'],other,2017-10-29,4.644932845101715,2,37.8138369,-120.27263149999999
106579274505752057897,0x80c2bad4cf1b1543:0x1889c83a2664cc0b,Armeen Darlou,5,"I don't know why I never thought of the idea of a savory pancake before, and I'm so glad that shoop's introduced that concept to me. This place is AWESOME! The staff is super nice, and they make you feel like you're at the home you never had in Europe. We had brunch and then did a little shopping at the delicatessen afterwards.

Their homemade lox is top tier, and with that dill sauce it gets even better. My girlfriend had the pesto/tomato pancake, and now we're trying to replicate it at home!",California,4.7,Shoop's Delicatessen,318,2,Food & Beverage,['Cafe' 'Breakfast restaurant' 'Deli'],Santa Monica,2020-02-09,4.748911670740883,2,34.0037626,-118.48571419999999
100258967329423232815,0x808f7f3cbb75122b:0x44ec1f0792322fc0,Jung-Ah Yum,5,N/A,California,4.8,Lost Resort,48,1,Food & Beverage,['Bar' 'Restaurant'],San Francisco,2021-04-18,4.821503114280771,3,37.7594028,-122.40875439999999
117108279018789903801,0x80c2c10079a3d67d:0x26fdb9e65daff414,Sarkis Rshdouni,5,Too delicious too take food pictures,California,4.6,Pink Orchid Bakery and Cafe,168,1,Food & Beverage,['Bakery'],Glendale,2019-04-16,4.613159547890756,4,34.1479912,-118.2503103
108686660210953196454,0x8085143973a45edf:0xb8998e931a0e7fc0,frank garcia,5,Dutch Bros is the best Coffee out there. I first tried it in 2006 when I was working in the Northwest and haven't had a better cup since. I am happy they are finally coming close to my house in North Natomas.,California,4.6,Dutch Bros Coffee,1218,1,Food & Beverage,['Coffee shop' 'Cafe' 'Juice shop'],Fairfield,2021-02-21,4.612172909053451,1,38.2495591,-122.0530661
100632832132724092625,0x80c29676f53e659b:0xf805b826bebfdb1e,Jeremy Lang,5,"Great atmosphere!  Pretty different vibe from most of the cigar places in the valley.  They say lounge and mean it.  Nice music instead of people screaming about random sports.  Beautiful décor and patio.  Good food available most nights.  Great service.

Parking a bit of a challenge, across the street at the auto body shop is available in evenings.  NoHo West is steps away and the parking gates weren't working yet last I was there... just saying...",California,5.0,Cohiba De Cuba Cigar Lounge,28,1,Other,['Cigar shop'],other,2021-08-03,5.080082992959705,2,34.1796059,-118.395876
103614330287943522686,0x808f7e26631f7bd1:0x42edaa2f30294e34,Lily Zechnowitz,5,The organic Mecca. So in love with this grocery store. Nothing short of amazing.,California,4.6,Rainbow Grocery,1868,1,Food & Beverage,['Grocery store' 'General store' 'Gourmet grocery store'],San Francisco,2019-11-22,4.613031650263698,3,37.769233299999996,-122.41469169999999
108316003498212309162,0x80bfd91cb8574057:0x946232d0bea81e0a,Dmitry Krasovskiy,5,Hidden gem in easy touch,California,4.9,"Roaring River Falls, Kings Canyon National Park",175,1,Other,['Tourist attraction'],other,2021-05-30,4.976707176679121,2,36.7818628,-118.62196139999999
100485595741564124199,0x80c262c1d91792c5:0xc27c26a860ce8c42,Joseph Rivera,5,Nice place,California,4.5,Gilchrist Farm,298,1,Retail,['Farm' 'Christmas market' 'Event venue'],other,2021-04-16,4.458808671221508,5,34.486142,-118.463269
116052434554209974694,0x80dca19ec58c7fbb:0xcc0303a10ab1b7e4,Michael Wiegenstein,4,"This is definitely a 4 + * Park. The only thing that prevents it from being a five-star is that there is no water? But it does seem to be built in a flood control basin, which may explain why they want no water in the park? Haha but this is a very good use of what would otherwise be wasted space. It does have a few challenges, there are a few mud holes or I should say overly wet sections, but I have never heard a dog complain about one of them, a lot of their humans do, but you never hear the dogs complain about it! So again it all depends on what your focus is? But there is ample room to run, there are ample squirrels and birds to chase, there are trees at one end, there are only a few benches, who says you need to sit down and dog parks anyway. And there are a few strategically placed poop bag dispensers and waste cans. But mostly there is just room to run!!! One other cool thing is, even though it is built down in a flood control Basin there is a very nice concrete ramp with handrail going all the way down. And then when you get to the bottom there is a large concrete area with seating. Unfortunately there is no parking other than street parking, so as long as you don't mind no water and parking on the street this is an incredible place for your dog!! And I learned something new at this park, I never knew there was an issue with people letting their little kids play on the dog stuff? Why else would they have to put on their dogs only? Wait a minute, you don't think that the adults with the dogs were playing on those things do",California,4.4,The Dog Park,53,1,Nature & Outdoor,['Dog park'],Perris,2021-05-26,4.501994243719266,4,33.8308113,-117.1985392
107336201755000317097,0x809ad1bdad3fee27:0xa90c094da252e7ea,Richard Podnar,5,"I have to add my five stars to a wonderful, unique culinary experience. Such flavorful food and intriguing spices which linger on the palate long after the meal is over. The meal for two is more food than imaginable. The takeout option worked perfectly in the midst of the pandemic. We look forward to dining in when and if things ever get back to normal because the interior looks fabulous. One can see the love and attention that is given to this enterprise which we had all awaited anxiously for months on end.",California,4.6,Maydoon Restaurant,98,2,Food & Beverage,['Restaurant'],Sacramento,2020-07-19,4.644415526441361,4,38.5717541,-121.4878274
103351572759739079317,0x808fb73968ebe283:0xe287ba5cfc6df0d9,Brian Lin,4,Fried chicken is crispy and juicy!,California,4.4,Halal Fried Chicken - HFC,65,1,Food & Beverage,['Halal restaurant'],Sunnyvale,2021-04-18,4.402217058731579,2,37.3892124,-122.00437409999999
115506213908373179560,0x80dbd1370b4d1d0f:0x293dbd48e3d72800,Kristi Jacobson,5,"Their guacamole was some of the best I've had anywhere including OlD Town San Diego.
The street tacos were great, I highly recommend.
The green salsa with their homemade chips were also very good.",California,4.7,Quecho Elevated Mexican Eatery,158,1,Food & Beverage,['Restaurant'],other,2021-04-20,4.717539676430345,2,33.0783002,-116.60086319999999
115418737222097548262,0x80dc6fbe591c055f:0x666d5b965c348cdf,callonli,5,Good marguerite pizza and happy hour specials are good,California,4.6,Blade 1936,242,1,Food & Beverage,['Restaurant' 'Gluten-free restaurant' 'Italian restaurant'],Oceanside,2020-09-07,4.6116247763660585,5,33.1945796,-117.3791914
113828672202412653136,0x80dcdf4238078c51:0xf6c47aeba4556ce5,Kamoi Sangster,5,"Woww these shakes are next level! I had the donkey Kong, it was just the right amount of banana with everything else. The owner Patrick was there when we stopped in, He was very nice & charming. I can’t wait to try the rest of their shakes. The restaurant was decorated very uniquely, you wouldn’t even know it from the outside. Definitely have to go in & check it out for yourself.",California,4.6,The Straw: Modern Milkshakes,344,1,Food & Beverage,['Dessert restaurant' 'Restaurant'],Costa Mesa,2021-03-20,4.613461020868823,2,33.679718199999996,-117.908887
105360400893367883865,0x80c2c5883c7ca8df:0x2697fd72dedf8e15,Dusty Dirt,5,"This place is amazing, I got the Taco plate.",California,4.6,Doomie's NextMex Express,133,1,Food & Beverage,['Vegan restaurant' 'Bakery' 'Mexican restaurant'],Los Angeles,2019-03-10,4.612428704307567,4,34.055994999999996,-118.17627399999999
109633798650991895639,0x80c2b754b4646eb1:0x9903ae1f52e0e715,Familia Valdivia Ortiz,5,"(Translated by Google) This mall is very well designed. You find the most popular stores like Macys, Jc Penny, SEPHORA, Bath and Body Works, Old Navy and many more. The atmosphere is very pleasant to spend the afternoon with your family.

(Original)
Está muy bien diseñado este centro comercial. Encuentras las tiendas más populares como Macys, Jc Penny, SEPHORA, Bath and Body Works, Old Navy y muchas más. El ambiente es muy agradable como para pasar la tarde con tu familia.",California,4.4,Westfield Culver City,9998,1,Food & Beverage,['Shopping mall' 'Clothing store' 'Department store'],Culver City,2020-01-03,4.403986077604808,1,33.9859028,-118.39321
108686660210953196454,0x809ad7381afd6843:0xceaecec727b67574,Frank Garcia,5,Best coffee around.,California,4.4,Dutch Bros Coffee,98,1,Food & Beverage,['Coffee shop' 'Cafe' 'Juice shop'],Sacramento,2021-07-22,4.402439297283491,5,38.644403,-121.475713
113651340512119080040,0x80c331d5bc46c4d1:0x7ec2ec06c9592728,Tony Chotibhongs,4,N/A,California,4.4,Stater Bros. Markets,430,2,Retail,['Grocery store'],other,2020-12-27,4.381411863853962,4,34.107878,-117.73549
